Sr_no,EDB_ZAMENSKI,oznakaEDB,dejnost,return_no,ID,pol_mz,godinaEMBG,Gross_income,Social_Security_Contributions,Tax_Relief,PDD,NETO,VIDISPLATA1,CALC,NORMIRANI,DANOCNA_OSNOVA
712,2.38E+11,PL,43.39,2,327467,M,1970,10111,0,0,1011,9100,2,2,0,10110
714,9.01E+12,PL,46.35,2,379728,Z,1978,10129,0,0,1013,9116,2,2,0,10130
715,6.63E+12,PL,17.21,2,2984,M,1973,108314,0,0,10831,97483,2,2,0,108310
722,2.43E+12,PL,10.51,2,328131,M,1985,9996,0,0,1000,8996,2,2,0,10000
723,3.24E+12,PL,63.12,2,680603,M,1993,130,0,0,13,117,2,2,0,130
727,6.99E+12,PL,13.1,2,299875,M,1964,3333,0,0,333,3000,2,2,0,3330
735,6.03E+11,PL,86.23,2,786641,M,1962,5000,0,0,500,4500,2,2,0,5000
736,4.43E+11,PL,31.09,2,68824,M,1967,10129,0,0,1013,9116,2,2,0,10130
746,5.46E+12,PL,10.82,2,744843,Z,1973,10333,0,0,1033,9300,2,2,0,10330
760,5.33E+12,PL,49.41,2,237825,M,1964,10333,0,0,1033,9300,2,2,0,10330
768,5.17E+12,SVD,49.31,2,570341,M,1993,10222,0,0,1022,9200,2,2,0,10220
773,5.26E+12,PL,37,2,832718,M,1955,26799,0,0,2679,24120,2,2,0,26790
774,7.91E+12,PL,7.29,2,524463,M,1972,40644,0,0,4065,36579,2,2,0,40650
780,2.54E+12,PL,47.54,2,520014,M,1981,10222,0,0,1022,9200,2,2,0,10220
782,5.70E+12,PL,64.19,2,837561,Z,1974,13003,0,0,1300,11703,2,2,0,13000
783,8.56E+12,PL,35.11,2,192133,M,1960,100962,0,0,10097,90865,2,2,0,100970
791,6.02E+12,PL,47.19,2,469134,Z,1989,5167,0,0,517,4650,2,2,0,5170
793,3.59E+12,PL,1.5,2,349305,M,1986,10194,0,0,1019,9175,2,2,0,10190
800,7.76E+12,PL,38.11,2,586637,M,1961,78597,0,0,7860,70737,2,2,0,78600
803,4.48E+12,PL,60.2,2,260690,Z,1976,1250200,0,0,125020,1125180,2,2,0,1250200
804,6.35E+12,PL,43.33,2,541358,M,1966,35556,0,0,3556,32000,2,2,0,35560
807,9.45E+12,PL,46.9,2,930317,Z,1974,10000,0,0,1000,9000,2,2,0,10000
813,3.27E+12,PL,41.2,2,350405,M,1958,10285,0,0,1019,9266,2,2,0,10190
814,5.86E+12,PL,49.39,2,921036,M,1963,10133,0,0,1013,9120,2,2,0,10130
818,3.92E+12,PL,49.39,2,418132,M,1991,10222,0,0,1022,9200,2,2,0,10220
823,8.17E+12,PL,10.89,2,411838,Z,1979,1111,0,0,111,1000,2,2,0,1110
830,2.64E+11,PL,82.99,2,122522,M,1981,10194,0,0,1019,9175,2,2,0,10190
831,6.08E+11,PL,41.2,2,755608,M,1977,10556,0,0,1056,9500,2,2,0,10560
840,5.15E+12,PL,56.1,2,709221,Z,1983,11111,0,0,1111,10000,2,2,0,11110
845,3.01E+12,PL,14.13,2,718035,Z,1975,3889,0,0,389,3500,2,2,0,3890
847,9.96E+12,PL,47.22,2,884582,M,1955,10076,0,0,1008,9068,2,2,0,10080
855,1.11E+12,PL,46.51,2,442972,Z,1974,10296,0,0,1030,9266,2,2,0,10300
869,2.36E+12,SVD,56.1,2,171929,Z,1971,10000,0,0,1000,9000,2,2,0,10000
876,1.12E+12,PL,80.1,2,160153,M,1990,555,0,0,55,500,2,2,0,550
878,3.68E+12,PL,36,2,38548,M,1958,11111,0,0,1111,10000,2,2,0,11110
887,4.41E+12,PL,47.19,2,881283,M,1990,10222,0,0,1022,9200,2,2,0,10220
890,3.27E+12,PL,86.21,2,274666,Z,1963,605222,0,0,60522,544700,2,2,0,605220
891,9.95E+12,PL,14.13,2,536230,Z,1968,2056,0,0,206,1850,2,2,0,2060
897,2.75E+12,PL,49.39,2,901012,Z,1964,10129,0,0,1013,9116,2,2,0,10130
911,6.28E+12,PL,25.62,2,312277,Z,1983,10450,0,0,950,9500,2,2,0,9500
914,8.97E+11,PL,56.1,2,37241,Z,1988,9918,0,0,992,8926,2,2,0,9920
916,4.04E+12,PL,28.21,2,982590,M,1971,13333,0,0,1333,12000,2,2,0,13330
918,5.16E+12,PL,47.19,2,924042,M,1980,10667,0,0,1067,9600,2,2,0,10670
934,8.07E+12,PL,47.19,2,768999,Z,1973,12444,0,0,1244,11200,2,2,0,12440
936,7.46E+12,PL,49.32,2,465463,M,1976,11111,0,0,1111,10000,2,2,0,11110
939,2.94E+12,PL,84.11,2,251579,M,1988,15638,0,0,1564,14074,2,2,0,15640
940,8.96E+12,PL,42.91,2,708534,M,1967,10129,0,0,1013,9116,2,2,0,10130
945,A332600597950,PL,93.13,2,306595,Z,1989,10222,0,0,1022,9200,2,2,0,10220
946,5.59E+12,PL,47.99,2,924269,Z,1984,10222,0,0,1022,9200,2,2,0,10220
949,7.44E+12,PL,31.09,2,69427,M,1981,10133,0,0,1013,9120,2,2,0,10130
954,4.43E+12,PL,47.19,2,18145,M,1985,10222,0,0,1022,9200,2,2,0,10220
966,4.13E+12,PL,53.1,2,625931,Z,1963,6667,0,0,667,6000,2,2,0,6670
973,2.46E+12,PL,86.1,2,265292,M,1962,19998,0,0,1998,18000,2,2,0,19980
980,5.91E+12,PL,86.21,2,871572,M,1960,3333,0,0,333,3000,2,2,0,3330
988,8.07E+12,PL,47.19,2,873274,M,1968,12444,0,0,1244,11200,2,2,0,12440
994,52440278840,PL,31.09,2,422620,M,1976,15558,0,0,1558,14000,2,2,0,15580
997,5.70E+12,PL,14.13,2,536662,Z,1979,10000,0,0,1000,9000,2,2,0,10000
1000,3.21E+12,PL,47.11,2,502405,Z,1975,10194,0,0,1019,9175,2,2,0,10190
17,9.10E+12,PL,84.3,3,198545,Z,1948,128722,0,89373,3935,124787,3,3,0,39350
25,9.10E+12,PL,84.3,3,292836,Z,1954,204615,0,89373,11524,193091,3,3,0,115240
26,9.10E+12,PL,84.3,3,590945,M,1940,236254,0,89373,14688,221566,3,3,0,146880
28,9.10E+12,PL,84.3,3,444832,M,1946,215082,0,89373,12571,202511,3,3,0,125710
32,9.10E+12,PL,84.3,3,234890,Z,1955,116941,0,89373,2757,114184,3,3,0,27570
38,9.10E+12,PL,84.3,3,904787,Z,1943,117397,0,89373,2802,114595,3,3,0,28020
39,9.10E+12,PL,84.3,3,133480,M,1958,142543,0,89373,5317,137226,3,3,0,53170
42,9.10E+12,PL,84.3,3,403104,Z,1932,134001,0,89373,4463,129538,3,3,0,44630
45,9.10E+12,PL,84.3,3,519146,Z,1960,174462,0,89373,8509,165953,3,3,0,85090
53,9.10E+12,PL,84.3,3,909642,Z,1952,109940,0,89373,2057,107883,3,3,0,20570
57,9.10E+12,PL,84.3,3,335955,M,1939,63772,0,63772,0,63772,3,3,0,0
58,9.10E+12,PL,84.3,3,16109,M,1952,109940,0,89373,2057,107883,3,3,0,20570
62,9.10E+12,PL,84.3,3,488398,Z,1934,138383,0,89373,4901,133482,3,3,0,49010
63,9.10E+12,PL,84.3,3,530615,M,1932,516282,0,89373,42691,473591,3,3,0,426910
69,9.10E+12,PL,84.3,3,615639,M,1938,205981,0,89373,11661,194320,3,3,0,116610
79,9.10E+12,PL,84.3,3,116206,M,1941,158303,0,89373,6893,151410,3,3,0,68930
80,9.10E+12,PL,84.3,3,709695,M,1995,109940,0,89373,2057,107883,3,3,0,20570
81,9.10E+12,PL,84.3,3,540502,M,1948,368622,0,89373,27925,340697,3,3,0,279250
99,9.10E+12,PL,84.3,3,705021,M,1932,148875,0,89373,5950,142925,3,3,0,59500
112,9.10E+12,PL,84.3,3,684124,Z,1953,124886,0,89373,3551,121335,3,3,0,35510
115,9.10E+12,PL,84.3,3,762508,Z,1945,135220,0,89373,4585,130635,3,3,0,45850
118,9.10E+12,PL,84.3,3,736090,Z,1932,197412,0,89373,10804,186608,3,3,0,108040
125,9.10E+12,PL,84.3,3,862662,Z,1949,198304,0,89373,10893,187411,3,3,0,108930
128,9.10E+12,PL,84.3,3,170541,Z,1940,146989,0,89373,5762,141227,3,3,0,57620
130,9.10E+12,PL,84.3,3,918568,Z,1953,206673,0,89373,11730,194943,3,3,0,117300
132,9.10E+12,PL,84.3,3,759680,M,1943,41514,0,41514,0,41514,3,3,0,0
133,9.10E+12,PL,84.3,3,276965,M,1959,203976,0,89373,11460,192516,3,3,0,114600
134,9.10E+12,PL,84.3,3,736690,M,1952,285150,0,89373,19578,265572,3,3,0,195780
138,9.10E+12,PL,84.3,3,247185,M,1949,394421,0,89373,30505,363916,3,3,0,305050
168,9.10E+12,PL,84.3,3,329086,Z,1951,326975,0,89373,23760,303215,3,3,0,237600
176,9.10E+12,PL,84.3,3,657370,Z,1947,63205,0,63205,0,63205,3,3,0,0
177,9.10E+12,PL,84.3,3,788443,Z,1939,220389,0,89373,13102,207287,3,3,0,131020
183,9.10E+12,PL,84.3,3,444077,Z,1930,179941,0,89373,9057,170884,3,3,0,90570
184,9.10E+12,PL,84.3,3,269214,Z,1934,131112,0,89373,4174,126938,3,3,0,41740
211,9.10E+12,PL,84.3,3,815046,M,1945,246627,0,89373,15725,230902,3,3,0,157250
215,9.10E+12,PL,84.3,3,817659,M,1947,377563,0,89373,28819,348744,3,3,0,288190
216,9.10E+12,PL,84.3,3,54779,M,1943,195501,0,89373,10613,184888,3,3,0,106130
221,9.10E+12,PL,84.3,3,96598,Z,1951,154907,0,89373,6553,148354,3,3,0,65530
226,9.10E+12,PL,84.3,3,681003,M,1943,247280,0,89373,15791,231489,3,3,0,157910
228,9.10E+12,PL,84.3,3,281446,M,1947,146512,0,89373,5714,140798,3,3,0,57140
229,9.10E+12,PL,84.3,3,846904,Z,1942,122703,0,89373,3333,119370,3,3,0,33330
236,9.10E+12,PL,84.3,3,70145,M,1939,211166,0,89373,12179,198987,3,3,0,121790
240,9.10E+12,PL,84.3,3,844211,Z,1944,124886,0,89373,3551,121335,3,3,0,35510
247,9.10E+12,PL,84.3,3,313573,M,1946,109940,0,89373,2057,107883,3,3,0,20570
248,9.10E+12,PL,84.3,3,649885,M,1948,218757,0,89373,12938,205819,3,3,0,129380
254,9.10E+12,PL,84.3,3,388375,M,1938,103767,0,89373,1439,102328,3,3,0,14390
269,9.10E+12,PL,84.3,3,313433,M,1944,223944,0,89373,13457,210487,3,3,0,134570
270,9.10E+12,PL,84.3,3,748113,Z,1945,70605,0,70605,0,70605,3,3,0,0
277,9.10E+12,PL,84.3,3,854609,M,1947,269031,0,89373,17966,251065,3,3,0,179660
281,9.10E+12,PL,84.3,3,306894,M,1922,275790,0,89373,18642,257148,3,3,0,186420
286,9.10E+12,PL,84.3,3,729531,Z,1949,118082,0,89373,2871,115211,3,3,0,28710
288,9.10E+12,PL,84.3,3,382707,Z,1930,138383,0,89373,4901,133482,3,3,0,49010
295,9.10E+12,PL,84.3,3,875614,Z,1966,109940,0,89373,2057,107883,3,3,0,20570
301,9.10E+12,PL,84.3,3,573428,Z,1938,275483,0,89373,18611,256872,3,3,0,186110
305,9.10E+12,PL,84.3,3,561747,M,1954,246867,0,89373,15749,231118,3,3,0,157490
316,9.10E+12,PL,84.3,3,209138,M,1942,185501,0,89373,9613,175888,3,3,0,96130
318,9.10E+12,PL,84.3,3,916166,Z,1932,131285,0,89373,4191,127094,3,3,0,41910
324,9.10E+12,PL,84.3,3,520736,M,1935,248951,0,89373,15958,232993,3,3,0,159580
325,9.10E+12,PL,84.3,3,355398,M,1944,400812,0,89373,31144,369668,3,3,0,311440
329,9.10E+12,PL,84.3,3,505575,Z,1926,109940,0,89373,2057,107883,3,3,0,20570
333,9.10E+12,PL,84.3,3,385684,Z,1941,131307,0,89373,4193,127114,3,3,0,41930
337,9.10E+12,PL,84.3,3,877631,Z,1955,179622,0,89373,9025,170597,3,3,0,90250
339,9.10E+12,PL,84.3,3,133029,M,1948,492114,0,89373,40274,451840,3,3,0,402740
356,9.10E+12,PL,84.3,3,447742,Z,1937,3864,0,3010,85,3779,3,3,0,850
357,9.10E+12,PL,84.3,3,421521,M,1950,176558,0,104087,7247,169311,3,3,0,72470
364,9.10E+12,PL,84.3,3,537806,M,1950,192359,0,89373,10299,182060,3,3,0,102990
383,9.10E+12,PL,84.3,3,952144,Z,1955,112493,0,74560,3793,108700,3,3,0,37930
385,9.10E+12,PL,84.3,3,485649,Z,1927,269564,0,89373,18019,251545,3,3,0,180190
386,9.10E+12,PL,84.3,3,304768,M,1948,186101,0,89373,9673,176428,3,3,0,96730
387,9.10E+12,PL,84.3,3,949540,M,1953,87833,0,46681,4115,83718,3,3,0,41150
392,9.10E+12,PL,84.3,3,537490,M,1940,249057,0,89373,15968,233089,3,3,0,159680
393,9.10E+12,PL,84.3,3,412982,M,1941,297981,0,89373,20861,277120,3,3,0,208610
398,9.10E+12,PL,84.3,3,484181,Z,1964,103790,0,89373,1442,102348,3,3,0,14420
400,9.10E+12,PL,84.3,3,477802,M,1937,377830,0,89373,28846,348984,3,3,0,288460
402,9.10E+12,PL,84.3,3,754411,Z,1953,130792,0,89373,4142,126650,3,3,0,41420
417,9.10E+12,PL,84.3,3,302050,M,1949,109940,0,89373,2057,107883,3,3,0,20570
433,9.10E+12,PL,84.3,3,150491,M,1955,129914,0,64412,6550,123364,3,3,0,65500
438,9.10E+12,PL,84.3,3,501435,Z,1952,259404,0,89373,17003,242401,3,3,0,170030
445,9.10E+12,PL,84.3,3,289984,Z,1964,109940,0,89373,2057,107883,3,3,0,20570
453,9.10E+12,PL,84.3,3,947065,Z,1948,82419,0,82419,0,82419,3,3,0,0
462,9.10E+12,PL,84.3,3,673847,M,1937,194550,0,89373,10518,184032,3,3,0,105180
463,9.10E+12,PL,84.3,3,441115,M,1935,19695,0,7696,1200,18495,3,3,0,12000
466,9.10E+12,PL,84.3,3,593527,M,1943,168111,0,89373,7874,160237,3,3,0,78740
470,9.10E+12,PL,84.3,3,815346,M,1952,143316,0,89373,5394,137922,3,3,0,53940
473,9.10E+12,PL,84.3,3,800451,Z,1934,156525,0,89373,6715,149810,3,3,0,67150
476,9.10E+12,PL,84.3,3,336364,Z,1952,162924,0,89373,7355,155569,3,3,0,73550
479,9.10E+12,PL,84.3,3,520984,Z,1945,42143,0,42143,0,42143,3,3,0,0
483,9.10E+12,PL,84.3,3,757099,M,1949,167911,0,89373,7854,160057,3,3,0,78540
490,9.10E+12,PL,84.3,3,273887,M,1942,128495,0,89373,3912,124583,3,3,0,39120
502,9.10E+12,PL,84.3,3,28026,Z,1935,123215,0,89373,3384,119831,3,3,0,33840
506,9.10E+12,PL,84.3,3,147632,Z,1948,232539,0,89373,14317,218222,3,3,0,143170
514,9.10E+12,PL,84.3,3,38093,M,1949,345472,0,89373,25610,319862,3,3,0,256100
516,9.10E+12,PL,84.3,3,23462,Z,1969,109940,0,89373,2057,107883,3,3,0,20570
517,9.10E+12,PL,84.3,3,869377,Z,1952,118642,0,89373,2927,115715,3,3,0,29270
525,9.10E+12,PL,84.3,3,841696,Z,1948,146859,0,89373,5749,141110,3,3,0,57490
528,9.10E+12,PL,84.3,3,424103,Z,1953,252826,0,89373,16345,236481,3,3,0,163450
535,9.10E+12,PL,84.3,3,491027,M,1943,196194,0,89373,10682,185512,3,3,0,106820
540,9.10E+12,PL,84.3,3,678697,M,1949,220602,0,89373,13123,207479,3,3,0,131230
549,9.10E+12,PL,84.3,3,72248,Z,1939,51113,0,51113,0,51113,3,3,0,0
552,9.10E+12,PL,84.3,3,707280,Z,1926,72041,0,62467,957,71084,3,3,0,9570
553,9.10E+12,PL,84.3,3,424077,Z,1952,242107,0,89373,15273,226834,3,3,0,152730
557,9.10E+12,PL,84.3,3,533629,Z,1950,146072,0,89373,5670,140402,3,3,0,56700
559,9.10E+12,PL,84.3,3,829944,Z,1951,108375,0,89373,1900,106475,3,3,0,19000
560,9.10E+12,PL,84.3,3,24948,M,1938,131285,0,89373,4191,127094,3,3,0,41910
573,9.10E+12,PL,84.3,3,313153,M,1939,42322,0,42322,0,42322,3,3,0,0
581,9.10E+12,PL,84.3,3,464308,M,1952,416433,0,89373,32706,383727,3,3,0,327060
582,9.10E+12,PL,84.3,3,583674,M,1950,71640,0,18818,5282,66358,3,3,0,52820
588,9.10E+12,PL,84.3,3,924950,M,1943,168609,0,89373,7924,160685,3,3,0,79240
589,9.10E+12,PL,84.3,3,368851,M,1950,127930,0,89373,3856,124074,3,3,0,38560
608,9.10E+12,PL,84.3,3,279294,Z,1954,219266,0,82016,13725,205541,3,3,0,137250
609,9.10E+12,PL,84.3,3,488695,M,1945,284911,0,89373,19554,265357,3,3,0,195540
614,9.10E+12,PL,84.3,3,704959,Z,1998,109940,0,89373,2057,107883,3,3,0,20570
621,9.10E+12,PL,84.3,3,597952,Z,1945,201353,0,89373,11198,190155,3,3,0,111980
622,9.10E+12,PL,84.3,3,867562,Z,1962,49358,0,47199,216,49142,3,3,0,2160
627,9.10E+12,PL,84.3,3,705420,Z,1949,233285,0,89373,14391,218894,3,3,0,143910
628,9.10E+12,PL,84.3,3,586607,Z,1960,166911,0,89373,7754,159157,3,3,0,77540
637,9.10E+12,PL,84.3,3,141908,M,1950,109940,0,89373,2057,107883,3,3,0,20570
641,9.10E+12,PL,84.3,3,652666,M,1954,281315,0,89373,19194,262121,3,3,0,191940
656,9.10E+12,PL,84.3,3,37546,M,1929,131285,0,89373,4191,127094,3,3,0,41910
658,9.10E+12,PL,84.3,3,368880,M,1951,426419,0,89373,33705,392714,3,3,0,337050
661,9.10E+12,PL,84.3,3,25120,M,1943,194590,0,89373,10522,184068,3,3,0,105220
666,9.10E+12,PL,84.3,3,412841,M,1937,103767,0,89373,1439,102328,3,3,0,14390
669,9.10E+12,PL,84.3,3,198706,M,1951,460867,0,89373,37149,423718,3,3,0,371490
670,9.10E+12,PL,84.3,3,942767,M,1953,71929,0,58530,1340,70589,3,3,0,13400
676,9.10E+12,PL,84.3,3,292919,M,1955,162897,0,89373,7352,155545,3,3,0,73520
677,9.10E+12,PL,84.3,3,859555,M,1931,82413,0,60846,2157,80256,3,3,0,21570
685,9.10E+12,PL,84.3,3,832220,M,1942,340299,0,89373,25093,315206,3,3,0,250930
686,9.10E+12,PL,84.3,3,226048,Z,1945,140659,0,89373,5129,135530,3,3,0,51290
703,9.10E+12,PL,84.3,3,176315,M,1945,256876,0,89373,16750,240126,3,3,0,167500
704,9.10E+12,PL,84.3,3,283751,Z,1953,117397,0,89373,2802,114595,3,3,0,28020
716,9.10E+12,PL,84.3,3,400821,Z,1945,131307,0,89373,4193,127114,3,3,0,41930
725,9.10E+12,PL,84.3,3,613355,Z,1950,140485,0,89373,5111,135374,3,3,0,51110
730,9.10E+12,PL,84.3,3,189306,M,1950,331090,0,89373,24172,306918,3,3,0,241720
731,9.10E+12,PL,84.3,3,16197,Z,1953,252773,0,89373,16340,236433,3,3,0,163400
737,9.10E+12,PL,84.3,3,304380,Z,1938,55312,0,22269,3304,52008,3,3,0,33040
741,9.10E+12,PL,84.3,3,262143,Z,1949,227592,0,89373,13822,213770,3,3,0,138220
745,9.10E+12,PL,84.3,3,770815,M,1952,130952,0,89373,4158,126794,3,3,0,41580
747,9.10E+12,PL,84.3,3,585700,Z,1935,103767,0,89373,1439,102328,3,3,0,14390
748,9.10E+12,PL,84.3,3,96437,Z,1948,291110,0,89373,20174,270936,3,3,0,201740
751,9.10E+12,PL,84.3,3,923568,Z,1968,20,0,20,0,20,3,3,0,0
756,9.10E+12,PL,84.3,3,331254,Z,1941,183031,0,89373,9366,173665,3,3,0,93660
759,9.10E+12,PL,84.3,3,444598,M,1942,260635,0,89373,17126,243509,3,3,0,171260
762,9.10E+12,PL,84.3,3,228754,Z,1947,199576,0,89373,11020,188556,3,3,0,110200
763,9.10E+12,PL,84.3,3,378534,M,1945,220189,0,89373,13082,207107,3,3,0,130820
767,9.10E+12,PL,84.3,3,237113,Z,1946,138383,0,89373,4901,133482,3,3,0,49010
770,9.10E+12,PL,84.3,3,321690,M,1955,131285,0,89373,4191,127094,3,3,0,41910
775,9.10E+12,PL,84.3,3,197987,M,2003,211180,0,89373,12181,198999,3,3,0,121810
779,9.10E+12,PL,84.3,3,877103,M,1941,223117,0,89373,13374,209743,3,3,0,133740
790,9.10E+12,PL,84.3,3,264791,M,1950,185901,0,89373,9653,176248,3,3,0,96530
798,9.10E+12,PL,84.3,3,390927,Z,1937,220389,0,89373,13102,207287,3,3,0,131020
799,9.10E+12,PL,84.3,3,637449,Z,1937,118029,0,89373,2866,115163,3,3,0,28660
808,9.10E+12,PL,84.3,3,622126,M,1952,124993,0,89373,3562,121431,3,3,0,35620
812,9.10E+12,PL,84.3,3,118911,M,1951,187780,0,96730,9105,178675,3,3,0,91050
815,9.10E+12,PL,84.3,3,35360,M,1951,157591,0,89373,6822,150769,3,3,0,68220
816,9.10E+12,PL,84.3,3,632525,M,1944,153396,0,89373,6402,146994,3,3,0,64020
817,9.10E+12,PL,84.3,3,336247,M,1950,120819,0,89373,3145,117674,3,3,0,31450
828,9.10E+12,PL,84.3,3,797883,M,1929,446632,0,89373,35726,410906,3,3,0,357260
834,9.10E+12,PL,84.3,3,678773,M,1950,275782,0,74560,20122,255660,3,3,0,201220
838,9.10E+12,PL,84.3,3,269291,M,1939,152671,0,89373,6330,146341,3,3,0,63300
846,9.10E+12,PL,84.3,3,285590,Z,1942,131285,0,89373,4191,127094,3,3,0,41910
848,9.10E+12,PL,84.3,3,186518,Z,1944,241174,0,89373,15180,225994,3,3,0,151800
850,9.10E+12,PL,84.3,3,615524,M,1933,54468,0,37181,1729,52739,3,3,0,17290
861,9.10E+12,PL,84.3,3,352104,Z,1934,181386,0,89373,9201,172185,3,3,0,92010
865,9.10E+12,PL,84.3,3,173729,M,1951,384781,0,89373,29541,355240,3,3,0,295410
870,9.10E+12,PL,84.3,3,774027,Z,1958,167444,0,89373,7807,159637,3,3,0,78070
872,9.10E+12,PL,84.3,3,743950,Z,1947,131285,0,89373,4191,127094,3,3,0,41910
900,9.10E+12,PL,84.3,3,116204,M,1941,176905,0,89373,8753,168152,3,3,0,87530
904,9.10E+12,PL,84.3,3,925089,Z,1949,131285,0,89373,4191,127094,3,3,0,41910
906,9.10E+12,PL,84.3,3,281345,M,1943,158263,0,89373,6889,151374,3,3,0,68890
907,9.10E+12,PL,84.3,3,796052,M,1950,444050,0,89373,35468,408582,3,3,0,354680
913,9.10E+12,PL,84.3,3,674147,M,1950,277640,0,89373,18827,258813,3,3,0,188270
917,9.10E+12,PL,84.3,3,822995,M,1962,291741,0,89373,20237,271504,3,3,0,202370
929,9.10E+12,PL,84.3,3,563778,M,1940,73649,0,73649,0,73649,3,3,0,0
930,9.10E+12,PL,84.3,3,508426,Z,1961,166493,0,89373,7712,158781,3,3,0,77120
931,9.10E+12,PL,84.3,3,291907,Z,1938,117397,0,89373,2802,114595,3,3,0,28020
937,9.10E+12,PL,84.3,3,585920,Z,1944,93314,0,89373,394,92920,3,3,0,3940
943,9.10E+12,PL,84.3,3,211354,Z,1935,157937,0,89373,6856,151081,3,3,0,68560
947,9.10E+12,PL,84.3,3,588723,Z,1951,241187,0,89373,15181,226006,3,3,0,151810
956,9.10E+12,PL,84.3,3,807662,M,1938,297247,0,89373,20787,276460,3,3,0,207870
961,9.10E+12,PL,84.3,3,201554,M,1951,109940,0,89373,2057,107883,3,3,0,20570
964,9.10E+12,PL,84.3,3,832570,M,1951,234024,0,89373,14465,219559,3,3,0,144650
967,9.10E+12,PL,84.3,3,113627,M,1935,147543,0,89373,5817,141726,3,3,0,58170
968,9.10E+12,PL,84.3,3,217008,M,1954,353734,0,89373,26436,327298,3,3,0,264360
969,9.10E+12,PL,84.3,3,16450,M,1957,169210,0,51868,11734,157476,3,3,0,117340
974,9.10E+12,PL,84.3,3,221723,Z,1946,293207,0,89373,20383,272824,3,3,0,203830
987,9.10E+12,PL,84.3,3,131217,Z,1959,131285,0,89373,4191,127094,3,3,0,41910
995,9.10E+12,PL,84.3,3,946817,Z,1949,54058,0,41008,1305,52753,3,3,0,13050
998,9.10E+12,PL,84.3,3,754157,M,1949,215842,0,89373,12647,203195,3,3,0,126470
332,2.36E+12,PL,84.11,5,1006762,M,1986,24824,0,0,2482,22342,5,2,0,24820
935,4.41E+11,PL,84.23,6,300809,M,1985,1000,0,0,100,900,6,2,0,1000
19,1.90E+12,PL,86.22,8,836420,Z,1996,225176,0,0,22517,202659,8,2,0,225170
35,8.63E+12,PL,65.12,8,396259,M,1952,4780,0,0,478,4302,8,2,0,4780
37,1.80E+12,PL,64.19,8,134535,M,1982,150,0,0,15,135,8,2,0,150
48,6.35E+12,PL,73.2,8,200613,Z,1992,40967,0,0,4097,36870,8,2,0,40970
54,8.30E+12,PL,94.12,8,96729,M,1954,29622,0,0,2962,26660,8,2,0,29620
60,9.56E+12,PL,86.23,8,541648,Z,1972,1500,0,0,150,1350,8,2,0,1500
70,4.51E+12,PL,47.75,8,979340,Z,1986,2230,0,0,223,2007,8,2,0,2230
72,8.92E+12,PL,71.11,8,732873,M,1977,6000,0,0,600,5400,8,2,0,6000
73,2.73E+12,PL,84.11,8,103996,Z,1963,84556,0,0,8456,76100,8,2,0,84560
93,4.52E+12,PL,61.2,8,1020545,Z,1995,11111,0,0,1111,10000,8,2,0,11110
94,5.93E+12,PL,23.32,8,932252,M,1968,20906,0,0,2091,18815,8,2,0,20910
117,5.22E+12,PL,94.99,8,1004636,Z,1977,3000,0,0,300,2700,8,2,0,3000
126,A112274796485,PL,94.99,8,932795,Z,1982,13333,0,0,1333,12000,8,2,0,13330
127,2.72E+12,PL,43.33,8,425579,M,1988,66666,0,0,6666,60000,8,2,0,66660
141,5.33E+12,PL,56.1,8,248053,M,1970,1667,0,0,167,1500,8,2,0,1670
145,3.43E+12,PL,71.2,8,37392,Z,1992,5000,0,0,500,4500,8,2,0,5000
161,4.88E+12,PL,56.3,8,627318,M,1995,23333,0,0,2333,21000,8,2,0,23330
167,3.54E+12,PL,69.10/4,8,258420,M,1984,1667,0,0,167,1500,8,2,0,1670
170,33887902337,PL,71.2,8,28437,M,1946,144445,0,0,14445,130000,8,2,0,144450
175,6.16E+12,PL,46.46,8,57959,M,1960,57333,0,0,5733,51600,8,2,0,57330
181,1.24E+11,PL,69.10/4,8,575302,M,1982,82823,0,0,8283,74540,8,2,0,82830
199,2.20E+12,PL,69.10/4,8,550574,Z,1993,76666,0,0,7666,69000,8,2,0,76660
205,5.74E+12,PL,94.99,8,253363,M,1967,889,0,0,89,800,8,2,0,890
214,2.53E+11,PL,47.59,8,100783,M,1990,75441,0,0,7544,67897,8,2,0,75440
224,1.10E+12,SVD,56.1,8,301062,M,1990,4667,0,0,467,4200,8,2,0,4670
231,1.24E+11,PL,69.10/4,8,649092,Z,1988,84443,0,0,8443,76000,8,2,0,84430
242,6.34E+12,PL,94.99,8,819671,M,1996,79360,0,0,7936,71424,8,2,0,79360
244,4.45E+12,PL,84.11,8,329307,M,1956,17289,0,0,1729,15560,8,2,0,17290
257,8.07E+12,PL,47.19,8,305438,M,1962,17760,0,0,1776,15984,8,2,0,17760
272,7.10E+12,PL,69.10/4,8,966826,M,1996,889,0,0,89,800,8,2,0,890
279,2.84E+12,PL,93.19,8,667041,M,1956,2222,0,0,222,2000,8,2,0,2220
282,7.50E+12,PL,90.04,8,934613,Z,1981,3333,0,0,333,3000,8,2,0,3330
311,9.62E+12,PL,69.10/4,8,506409,M,1964,6667,0,0,667,6000,8,2,0,6670
323,4.77E+12,PL,46.46,8,494965,Z,1980,11772,0,0,1177,10595,8,2,0,11770
341,7.94E+12,PL,84.13,8,379398,M,1970,34264,0,0,3426,30838,8,2,0,34260
